Project,NumReducers,Performance,ExecutionTime
<<<<<<< Updated upstream
letterFrequencyCombiner,1,true,102
letterFrequencyCombiner,2,true,97
letterFrequencyCombiner,3,true,97
=======
letterFrequencyCombiner,1,true,97
letterFrequencyCombiner,2,true,104
letterFrequencyCombiner,3,true,100
>>>>>>> Stashed changes
